#Organism Name	Organism Groups		Size(Mb)	Chromosomes
"Gammaproteobacteria bacterium Gsub"	Bacteria	Proteobacteria	1.37185	0
"Gammaproteobacteria bacterium GWE2_37_16"	Bacteria	Proteobacteria	1.18412	0
"Gammaproteobacteria bacterium GWE2_42_36"	Bacteria	Proteobacteria	1.37051	0
"Gammaproteobacteria bacterium GWF2_41_13"	Bacteria	Proteobacteria	1.22005	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-1"	Bacteria	Proteobacteria	4.23225	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-10"	Bacteria	Proteobacteria	4.54955	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-11"	Bacteria	Proteobacteria	3.23942	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-12"	Bacteria	Proteobacteria	4.87591	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13"	Bacteria	Proteobacteria	4.54561	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-14"	Bacteria	Proteobacteria	1.93693	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-15"	Bacteria	Proteobacteria	4.68162	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-2"	Bacteria	Proteobacteria	3.31102	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-3"	Bacteria	Proteobacteria	3.1323	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-4"	Bacteria	Proteobacteria	3.37425	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-5"	Bacteria	Proteobacteria	2.59599	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-6"	Bacteria	Proteobacteria	3.19163	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-7"	Bacteria	Proteobacteria	2.03078	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-8"	Bacteria	Proteobacteria	1.75335	0
"Gammaproteobacteria bacterium HGW-Gammaproteobacteria-9"	Bacteria	Proteobacteria	4.24866	0
"Gammaproteobacteria bacterium LS_SOB"	Bacteria	Proteobacteria	2.69403	0
"Gammaproteobacteria bacterium LSUCC0057"	Bacteria	Proteobacteria	2.20311	0
"Gammaproteobacteria bacterium LSUCC0096"	Bacteria	Proteobacteria	1.93531	0
"Gammaproteobacteria bacterium LSUCC0112"	Bacteria	Proteobacteria	3.53445	0
"Gammaproteobacteria bacterium MedPE"	Bacteria	Proteobacteria	3.25326	0
"Gammaproteobacteria bacterium MFB021"	Bacteria	Proteobacteria	4.4362	0
"Gammaproteobacteria bacterium MOLA455"	Bacteria	Proteobacteria	2.60503	0
"Gammaproteobacteria bacterium RBG_16_37_9"	Bacteria	Proteobacteria	1.18767	0
"Gammaproteobacteria bacterium RBG_16_51_14"	Bacteria	Proteobacteria	2.67226	0
"Gammaproteobacteria bacterium RBG_16_57_12"	Bacteria	Proteobacteria	1.98302	0
"Gammaproteobacteria bacterium RBG_16_66_13"	Bacteria	Proteobacteria	1.56893	0
"Gammaproteobacteria bacterium REDSEA-S03_B5"	Bacteria	Proteobacteria	1.16692	0
"Gammaproteobacteria bacterium REDSEA-S08_B8"	Bacteria	Proteobacteria	1.21858	0
"Gammaproteobacteria bacterium REDSEA-S09_B13"	Bacteria	Proteobacteria	2.2804	0
"Gammaproteobacteria bacterium REDSEA-S12_B4"	Bacteria	Proteobacteria	1.29761	0
"Gammaproteobacteria bacterium REDSEA-S14_B7"	Bacteria	Proteobacteria	2.4835	0
"Gammaproteobacteria bacterium REDSEA-S15_B12"	Bacteria	Proteobacteria	2.90342	0
"Gammaproteobacteria bacterium REDSEA-S21_B8"	Bacteria	Proteobacteria	2.71775	0
"Gammaproteobacteria bacterium REDSEA-S26_B10"	Bacteria	Proteobacteria	1.41403	0
"Gammaproteobacteria bacterium REDSEA-S27_B14"	Bacteria	Proteobacteria	1.42626	0
"Gammaproteobacteria bacterium REDSEA-S33_B15"	Bacteria	Proteobacteria	1.52764	0
"Gammaproteobacteria bacterium REDSEA-S45_B9"	Bacteria	Proteobacteria	2.30897	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_42_8"	Bacteria	Proteobacteria	1.47995	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_38_33"	Bacteria	Proteobacteria	1.25656	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_39_13"	Bacteria	Proteobacteria	1.67141	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_13"	Bacteria	Proteobacteria	1.47779	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_43"	Bacteria	Proteobacteria	1.85509	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_38_15"	Bacteria	Proteobacteria	1.56204	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_35_23"	Bacteria	Proteobacteria	2.39852	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30"	Bacteria	Proteobacteria	1.74009	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_14"	Bacteria	Proteobacteria	2.53732	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_34"	Bacteria	Proteobacteria	1.70689	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_11"	Bacteria	Proteobacteria	2.08117	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_14"	Bacteria	Proteobacteria	1.69412	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_39_24"	Bacteria	Proteobacteria	1.59191	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19"	Bacteria	Proteobacteria	2.10427	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_15"	Bacteria	Proteobacteria	2.05401	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_20"	Bacteria	Proteobacteria	2.03339	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_25"	Bacteria	Proteobacteria	1.81115	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_10"	Bacteria	Proteobacteria	1.43104	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_13"	Bacteria	Proteobacteria	1.25728	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_28"	Bacteria	Proteobacteria	1.45714	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12"	Bacteria	Proteobacteria	1.30783	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_9"	Bacteria	Proteobacteria	2.35511	0
"Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22"	Bacteria	Proteobacteria	4.25613	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_01_FULL_47_190"	Bacteria	Proteobacteria	1.43772	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_47_7"	Bacteria	Proteobacteria	0.945778	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_38_11"	Bacteria	Proteobacteria	1.70049	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_14"	Bacteria	Proteobacteria	1.85042	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_9"	Bacteria	Proteobacteria	1.39502	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_47_50"	Bacteria	Proteobacteria	1.25441	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10"	Bacteria	Proteobacteria	1.58012	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15"	Bacteria	Proteobacteria	2.44029	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_10"	Bacteria	Proteobacteria	3.39388	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13"	Bacteria	Proteobacteria	3.72932	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11"	Bacteria	Proteobacteria	2.34567	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_14"	Bacteria	Proteobacteria	1.53377	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_18"	Bacteria	Proteobacteria	1.85667	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_47_76"	Bacteria	Proteobacteria	1.48548	0
"Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_52_10"	Bacteria	Proteobacteria	1.40324	0
"Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12"	Bacteria	Proteobacteria	3.05181	0
"Gammaproteobacteria bacterium RIFOXYB2_FULL_38_6"	Bacteria	Proteobacteria	0.944853	0
"Gammaproteobacteria bacterium RIFOXYD12_FULL_61_37"	Bacteria	Proteobacteria	3.46975	0
"Gammaproteobacteria bacterium SCGC AAA003-E02"	Bacteria	Proteobacteria	1.60472	0
"Gammaproteobacteria bacterium SCGC AG-212-F23"	Bacteria	Proteobacteria	1.4621	0
"Gammaproteobacteria bacterium SG8_11"	Bacteria	Proteobacteria	3.88213	0
"Gammaproteobacteria bacterium SG8_15"	Bacteria	Proteobacteria	2.7413	0
"Gammaproteobacteria bacterium SG8_30"	Bacteria	Proteobacteria	2.82012	0
"Gammaproteobacteria bacterium SG8_31"	Bacteria	Proteobacteria	5.96837	0
"Gammaproteobacteria bacterium SG8_47"	Bacteria	Proteobacteria	2.69674	0
"Gammaproteobacteria bacterium TMED1"	Bacteria	Proteobacteria	2.16375	0
"Gammaproteobacteria bacterium TMED104"	Bacteria	Proteobacteria	1.40431	0
"Gammaproteobacteria bacterium TMED107"	Bacteria	Proteobacteria	2.20105	0
"Gammaproteobacteria bacterium TMED112"	Bacteria	Proteobacteria	1.02305	0
"Gammaproteobacteria bacterium TMED119"	Bacteria	Proteobacteria	1.39915	0
"Gammaproteobacteria bacterium TMED133"	Bacteria	Proteobacteria	1.51806	0
"Gammaproteobacteria bacterium TMED134"	Bacteria	Proteobacteria	1.65861	0
"Gammaproteobacteria bacterium TMED139"	Bacteria	Proteobacteria	1.64539	0
"Gammaproteobacteria bacterium TMED159"	Bacteria	Proteobacteria	1.01123	0
"Gammaproteobacteria bacterium TMED163"	Bacteria	Proteobacteria	2.26885	0
"Gammaproteobacteria bacterium TMED180"	Bacteria	Proteobacteria	1.57181	0
"Gammaproteobacteria bacterium TMED182"	Bacteria	Proteobacteria	2.03983	0
"Gammaproteobacteria bacterium TMED183"	Bacteria	Proteobacteria	1.29992	0
"Gammaproteobacteria bacterium TMED186"	Bacteria	Proteobacteria	1.05452	0
"Gammaproteobacteria bacterium TMED193"	Bacteria	Proteobacteria	0.407269	0
"Gammaproteobacteria bacterium TMED219"	Bacteria	Proteobacteria	0.732313	0
"Gammaproteobacteria bacterium TMED222"	Bacteria	Proteobacteria	0.894924	0
"Gammaproteobacteria bacterium TMED225"	Bacteria	Proteobacteria	0.952395	0
"Gammaproteobacteria bacterium TMED226"	Bacteria	Proteobacteria	0.775625	0
"Gammaproteobacteria bacterium TMED234"	Bacteria	Proteobacteria	0.87145	0
"Gammaproteobacteria bacterium TMED236"	Bacteria	Proteobacteria	1.11069	0
"Gammaproteobacteria bacterium TMED242"	Bacteria	Proteobacteria	0.800907	0
"Gammaproteobacteria bacterium TMED243"	Bacteria	Proteobacteria	2.90977	0
"Gammaproteobacteria bacterium TMED257"	Bacteria	Proteobacteria	0.747899	0
"Gammaproteobacteria bacterium TMED260"	Bacteria	Proteobacteria	1.87777	0
"Gammaproteobacteria bacterium TMED278"	Bacteria	Proteobacteria	0.923144	0
"Gammaproteobacteria bacterium TMED281"	Bacteria	Proteobacteria	0.91868	0
"Gammaproteobacteria bacterium TMED30"	Bacteria	Proteobacteria	3.02121	0
"Gammaproteobacteria bacterium TMED34"	Bacteria	Proteobacteria	3.55286	0
"Gammaproteobacteria bacterium TMED36"	Bacteria	Proteobacteria	1.9304	0
"Gammaproteobacteria bacterium TMED50"	Bacteria	Proteobacteria	3.35463	0
"Gammaproteobacteria bacterium TMED57"	Bacteria	Proteobacteria	1.93429	0
"Gammaproteobacteria bacterium TMED78"	Bacteria	Proteobacteria	1.5739	0
"Gammaproteobacteria bacterium TMED92"	Bacteria	Proteobacteria	2.27174	0
"Gammaproteobacteria bacterium TMED95"	Bacteria	Proteobacteria	2.8696	0
"Gammaproteobacteria bacterium UBA1012"	Bacteria	Proteobacteria	5.20829	0
"Gammaproteobacteria bacterium UBA1118"	Bacteria	Proteobacteria	3.25777	0
"Gammaproteobacteria bacterium UBA1119"	Bacteria	Proteobacteria	2.78157	0
"Gammaproteobacteria bacterium UBA1249"	Bacteria	Proteobacteria	1.5813	0
"Gammaproteobacteria bacterium UBA1283"	Bacteria	Proteobacteria	2.96236	0
"Gammaproteobacteria bacterium UBA1529"	Bacteria	Proteobacteria	2.91095	0
"Gammaproteobacteria bacterium UBA1853"	Bacteria	Proteobacteria	2.14351	0
"Gammaproteobacteria bacterium UBA1902"	Bacteria	Proteobacteria	3.21857	0
"Gammaproteobacteria bacterium UBA1961"	Bacteria	Proteobacteria	2.93264	0
"Gammaproteobacteria bacterium UBA1979"	Bacteria	Proteobacteria	2.55934	0
"Gammaproteobacteria bacterium UBA1992"	Bacteria	Proteobacteria	1.89558	0
"Gammaproteobacteria bacterium UBA2168"	Bacteria	Proteobacteria	3.73642	0
"Gammaproteobacteria bacterium UBA2539"	Bacteria	Proteobacteria	2.22053	0
"Gammaproteobacteria bacterium UBA2549"	Bacteria	Proteobacteria	2.23265	0
"Gammaproteobacteria bacterium UBA2663"	Bacteria	Proteobacteria	2.81793	0
"Gammaproteobacteria bacterium UBA2668"	Bacteria	Proteobacteria	2.57626	0
"Gammaproteobacteria bacterium UBA2675"	Bacteria	Proteobacteria	3.51415	0
"Gammaproteobacteria bacterium UBA2679"	Bacteria	Proteobacteria	4.38886	0
"Gammaproteobacteria bacterium UBA2804"	Bacteria	Proteobacteria	2.04752	0
"Gammaproteobacteria bacterium UBA2810"	Bacteria	Proteobacteria	2.30431	0
"Gammaproteobacteria bacterium UBA2917"	Bacteria	Proteobacteria	1.48504	0
"Gammaproteobacteria bacterium UBA2924"	Bacteria	Proteobacteria	2.0212	0
"Gammaproteobacteria bacterium UBA2955"	Bacteria	Proteobacteria	2.62826	0
"Gammaproteobacteria bacterium UBA2965"	Bacteria	Proteobacteria	3.34182	0
"Gammaproteobacteria bacterium UBA3017"	Bacteria	Proteobacteria	2.18254	0
"Gammaproteobacteria bacterium UBA3067"	Bacteria	Proteobacteria	3.25048	0
"Gammaproteobacteria bacterium UBA3204"	Bacteria	Proteobacteria	2.72151	0
"Gammaproteobacteria bacterium UBA3354"	Bacteria	Proteobacteria	2.48889	0
"Gammaproteobacteria bacterium UBA3415"	Bacteria	Proteobacteria	2.20016	0
"Gammaproteobacteria bacterium UBA3498"	Bacteria	Proteobacteria	2.46744	0
"Gammaproteobacteria bacterium UBA3529"	Bacteria	Proteobacteria	1.60149	0
"Gammaproteobacteria bacterium UBA3532"	Bacteria	Proteobacteria	4.01272	0
"Gammaproteobacteria bacterium UBA3977"	Bacteria	Proteobacteria	4.32559	0
"Gammaproteobacteria bacterium UBA3978"	Bacteria	Proteobacteria	3.26134	0
"Gammaproteobacteria bacterium UBA4018"	Bacteria	Proteobacteria	2.26328	0
"Gammaproteobacteria bacterium UBA4030"	Bacteria	Proteobacteria	2.30123	0
"Gammaproteobacteria bacterium UBA4421"	Bacteria	Proteobacteria	3.06832	0
"Gammaproteobacteria bacterium UBA4433"	Bacteria	Proteobacteria	2.95106	0
"Gammaproteobacteria bacterium UBA4443"	Bacteria	Proteobacteria	3.70033	0
"Gammaproteobacteria bacterium UBA4450"	Bacteria	Proteobacteria	2.13187	0
"Gammaproteobacteria bacterium UBA4472"	Bacteria	Proteobacteria	2.04916	0
"Gammaproteobacteria bacterium UBA4475"	Bacteria	Proteobacteria	3.84537	0
"Gammaproteobacteria bacterium UBA4501"	Bacteria	Proteobacteria	3.55131	0
"Gammaproteobacteria bacterium UBA4514"	Bacteria	Proteobacteria	3.39428	0
"Gammaproteobacteria bacterium UBA4582"	Bacteria	Proteobacteria	2.40547	0
"Gammaproteobacteria bacterium UBA5012"	Bacteria	Proteobacteria	4.00407	0
"Gammaproteobacteria bacterium UBA5014"	Bacteria	Proteobacteria	4.00336	0
"Gammaproteobacteria bacterium UBA5078"	Bacteria	Proteobacteria	3.66702	0
"Gammaproteobacteria bacterium UBA5109"	Bacteria	Proteobacteria	2.74538	0
"Gammaproteobacteria bacterium UBA5338"	Bacteria	Proteobacteria	2.65703	0
"Gammaproteobacteria bacterium UBA5518"	Bacteria	Proteobacteria	3.712	0
"Gammaproteobacteria bacterium UBA5522"	Bacteria	Proteobacteria	3.66568	0
"Gammaproteobacteria bacterium UBA5524"	Bacteria	Proteobacteria	3.57692	0
"Gammaproteobacteria bacterium UBA5862"	Bacteria	Proteobacteria	2.14932	0
"Gammaproteobacteria bacterium UBA5973"	Bacteria	Proteobacteria	2.12703	0
"Gammaproteobacteria bacterium UBA6173"	Bacteria	Proteobacteria	2.63768	0
"Gammaproteobacteria bacterium UBA6498"	Bacteria	Proteobacteria	2.41221	0
"Gammaproteobacteria bacterium UBA6621"	Bacteria	Proteobacteria	5.2524	0
"Gammaproteobacteria bacterium UBA6724"	Bacteria	Proteobacteria	2.14052	0
"Gammaproteobacteria bacterium UBA6733"	Bacteria	Proteobacteria	2.15141	0
"Gammaproteobacteria bacterium UBA6940"	Bacteria	Proteobacteria	4.16473	0
"Gammaproteobacteria bacterium UBA6966"	Bacteria	Proteobacteria	2.82641	0
"Gammaproteobacteria bacterium UBA6968"	Bacteria	Proteobacteria	3.16248	0
"Gammaproteobacteria bacterium UBA725"	Bacteria	Proteobacteria	5.40238	0
"Gammaproteobacteria bacterium UBA7256"	Bacteria	Proteobacteria	1.91001	0
"Gammaproteobacteria bacterium UBA7266"	Bacteria	Proteobacteria	1.82235	0
"Gammaproteobacteria bacterium UBA7282"	Bacteria	Proteobacteria	1.93319	0
"Gammaproteobacteria bacterium UBA7310"	Bacteria	Proteobacteria	5.3942	0
"Gammaproteobacteria bacterium UBA7363"	Bacteria	Proteobacteria	2.03304	0
"Gammaproteobacteria bacterium UBA7376"	Bacteria	Proteobacteria	2.57857	0
"Gammaproteobacteria bacterium UBA7379"	Bacteria	Proteobacteria	3.09799	0
"Gammaproteobacteria bacterium UBA7412"	Bacteria	Proteobacteria	2.13255	0
"Gammaproteobacteria bacterium UBA7449"	Bacteria	Proteobacteria	3.31171	0
"Gammaproteobacteria bacterium UBA7451"	Bacteria	Proteobacteria	3.70694	0
"Gammaproteobacteria bacterium UBA7455"	Bacteria	Proteobacteria	3.92651	0
"Gammaproteobacteria bacterium UBA7724"	Bacteria	Proteobacteria	1.89879	0
"Gammaproteobacteria bacterium UBA7786"	Bacteria	Proteobacteria	1.80052	0
"Gammaproteobacteria bacterium UBA7796"	Bacteria	Proteobacteria	5.48815	0
"Gammaproteobacteria bacterium UBA7803"	Bacteria	Proteobacteria	4.30466	0
"Gammaproteobacteria bacterium UBA7820"	Bacteria	Proteobacteria	2.20735	0
"Gammaproteobacteria bacterium UBA7873"	Bacteria	Proteobacteria	2.74499	0
"Gammaproteobacteria bacterium UBA7885"	Bacteria	Proteobacteria	3.65434	0
"Gammaproteobacteria bacterium UBA855"	Bacteria	Proteobacteria	5.25609	0
"Ganda orthophasmavirus"	Viruses	Other	0.01046	3
"Gannoruwa bat lyssavirus"	Viruses	Other	0.011919	1
"Ganoderma australe"	Eukaryota	Fungi	84.2548	0
"Ganoderma boninense"	Eukaryota	Fungi	79.1885	0
"Ganoderma lucidum"	Eukaryota	Fungi	43.2926	0
"Ganoderma sinense"	Eukaryota	Fungi	48.9557	0
"Ganoderma sp. BRIUMSc"	Eukaryota	Fungi	52.2843	0
"Ganoderma tsugae"	Eukaryota	Fungi	45.5036	0
"Garciella"	Bacteria	Terrabacteria group	1.86421	0
"Garciella nitratireducens"	Bacteria	Terrabacteria group	2.16333	0
"Gardnerella"	Bacteria	Terrabacteria group	1.69378	0
"Gardnerella vaginalis"	Bacteria	Terrabacteria group	1.66735	1
"Garlic common latent virus"	Viruses	Other	0.008638	1
"Garlic latent virus"	Viruses	Other	0.008363	1
"Garlic mite-borne filamentous virus"	Viruses	Other	0.000762	1
"Garlic virus A"	Viruses	Other	0.00866	1
"Garlic virus B"	Viruses	Other	0.008336	1
"Garlic virus C"	Viruses	Other	0.008405	1
"Garlic virus D"	Viruses	Other	0.008424	1
"Garlic virus E"	Viruses	Other	0.008451	1
"Garlic virus X"	Viruses	Other	0.008106	1
"Garrulus glandarius associated circular virus 1"	Viruses	Other	0.001971	1
"Gasterosteus aculeatus"	Eukaryota	Animals	467.452	0
"Gastrodia elata"	Eukaryota	Plants	1060.98	0
"Gastropod associated circular ssDNA virus"	Viruses	unclassified viruses	0.002351	1
"Gata virus"	Viruses	Other	0.011238	1
"Gavia stellata"	Eukaryota	Animals	1129.69	0
"Gavialis gangeticus"	Eukaryota	Animals	2640.79	0
"Gayadomonas joobiniege"	Bacteria	Proteobacteria	3.91043	0
"Gayfeather mild mottle virus"	Viruses	Other	0.008499	3
"GB virus C"	Viruses	Other	0.009392	1
"Geitlerinema"	Bacteria	Terrabacteria group	6.78815	1
"Gekko japonicus"	Eukaryota	Animals	2490.27	0
"Gelatoporia subvermispora"	Eukaryota	Fungi	38.9697	0
"Gelidibacter algens"	Bacteria	FCB group	4.50695	0
"Gelidibacter gilvus"	Bacteria	FCB group	4.63264	0
"Gelidibacter mesophilus"	Bacteria	FCB group	4.43094	0
"Gelidibacter salicanalis"	Bacteria	FCB group	3.78813	0
"Gelidibacter sediminis"	Bacteria	FCB group	3.56432	0
"Gemella"	Bacteria	Terrabacteria group	2.16971	1
"Gemella asaccharolytica"	Bacteria	Terrabacteria group	1.28986	0
"Gemella bergeri"	Bacteria	Terrabacteria group	1.60451	0
"Gemella cuniculi"	Bacteria	Terrabacteria group	1.86968	0
"Gemella haemolysans"	Bacteria	Terrabacteria group	1.91619	0
"Gemella massiliensis"	Bacteria	Terrabacteria group	1.80481	0
"Gemella morbillorum"	Bacteria	Terrabacteria group	1.76093	1
"Gemella sanguinis"	Bacteria	Terrabacteria group	1.79549	0
"Geminicoccaceae bacterium"	Bacteria	Proteobacteria	3.80848	0
"Geminicoccus"	Bacteria	Proteobacteria	2.99659	0
"Geminicoccus roseus"	Bacteria	Proteobacteria	5.69837	0
"Geminisphaera colitermitum"	Bacteria	PVC group	5.6715	0
"Geminocystis"	Bacteria	Terrabacteria group	4.42606	1
"Geminocystis herdmanii"	Bacteria	Terrabacteria group	4.26342	1
"Gemmata"	Bacteria	PVC group	9.04542	1
"Gemmata massiliana"	Bacteria	PVC group	9.26919	0
"Gemmata obscuriglobus"	Bacteria	PVC group	9.16184	0
"Gemmata phage BHS4"	Viruses	unclassified phages	0.02695	1
"Gemmataceae bacterium"	Bacteria	PVC group	11.5929	0
"Gemmataceae bacterium PX52"	Bacteria	PVC group	9.3781	1
"Gemmatimonadaceae bacterium"	Bacteria	FCB group	5.97029	0
"Gemmatimonadaceae bacterium 4484_173"	Bacteria	FCB group	1.66994	0
"Gemmatimonadales bacterium"	Bacteria	FCB group	4.23451	0
"Gemmatimonadales bacterium UBA1007"	Bacteria	FCB group	1.62329	0
"Gemmatimonadales bacterium UBA1120"	Bacteria	FCB group	2.35027	0
"Gemmatimonadales bacterium UBA1125"	Bacteria	FCB group	1.52085	0
"Gemmatimonadales bacterium UBA1138"	Bacteria	FCB group	4.28734	0
"Gemmatimonadales bacterium UBA1142"	Bacteria	FCB group	2.70451	0
"Gemmatimonadales bacterium UBA1525"	Bacteria	FCB group	2.24197	0
"Gemmatimonadales bacterium UBA2589"	Bacteria	FCB group	2.38726	0
"Gemmatimonadales bacterium UBA2960"	Bacteria	FCB group	2.26614	0
"Gemmatimonadales bacterium UBA2969"	Bacteria	FCB group	2.02284	0
"Gemmatimonadales bacterium UBA2975"	Bacteria	FCB group	2.40915	0
"Gemmatimonadales bacterium UBA2981"	Bacteria	FCB group	2.23998	0
"Gemmatimonadales bacterium UBA2982"	Bacteria	FCB group	1.85	0
"Gemmatimonadales bacterium UBA2988"	Bacteria	FCB group	1.99979	0
"Gemmatimonadales bacterium UBA2989"	Bacteria	FCB group	0.950829	0
"Gemmatimonadales bacterium UBA3497"	Bacteria	FCB group	1.93505	0
"Gemmatimonadales bacterium UBA3501"	Bacteria	FCB group	2.38879	0
"Gemmatimonadales bacterium UBA3511"	Bacteria	FCB group	2.00428	0
"Gemmatimonadales bacterium UBA3512"	Bacteria	FCB group	2.38776	0
"Gemmatimonadales bacterium UBA4456"	Bacteria	FCB group	3.01816	0
"Gemmatimonadales bacterium UBA4718"	Bacteria	FCB group	2.86632	0
"Gemmatimonadales bacterium UBA4720"	Bacteria	FCB group	2.95667	0
"Gemmatimonadales bacterium UBA6027"	Bacteria	FCB group	2.78624	0
"Gemmatimonadales bacterium UBA6588"	Bacteria	FCB group	1.99409	0
"Gemmatimonadales bacterium UBA6612"	Bacteria	FCB group	2.35758	0
"Gemmatimonadales bacterium UBA6932"	Bacteria	FCB group	2.31221	0
"Gemmatimonadales bacterium UBA6934"	Bacteria	FCB group	1.45637	0
"Gemmatimonadales bacterium UBA6943"	Bacteria	FCB group	1.87308	0
"Gemmatimonadales bacterium UBA6959"	Bacteria	FCB group	2.24094	0
"Gemmatimonadales bacterium UBA6960"	Bacteria	FCB group	1.87157	0
"Gemmatimonadales bacterium UBA7825"	Bacteria	FCB group	1.85112	0
"Gemmatimonadales bacterium UBA7826"	Bacteria	FCB group	2.35059	0
"Gemmatimonadales bacterium UBA7835"	Bacteria	FCB group	2.38249	0
"Gemmatimonadales bacterium UBA7836"	Bacteria	FCB group	1.84161	0
"Gemmatimonadales bacterium UBA7889"	Bacteria	FCB group	2.41236	0
